g26625.t1,g11586.t1,g09644.t1,g12727.t1,g02534.t1,g04535.t1,g04140.t1,g08057.t1,g05800.t1,g00176.t1,g09640.t1,g25191.t1,g24068.t1,g28191.t1,g26744.t1,g10575.t1,g24494.t1,g15637.t1,g00040.t1,g09578.t1,g06110.t1,g27591.t1,g20180.t1,g13837.t1,g02768.t1,g01295.t1,g14800.t1,g17747.t1,g12577.t1,g00544.t1,g20285.t1,g13729.t2,g13219.t1,g14024.t1,g01420.t1,g12092.t1,g07896.t1,g12435.t1,g26986.t1,g11301.t1,g00185.t1,g01894.t1,g09395.t1,g24791.t1,g00433.t1,g31878.t1,g01821.t2,g22150.t1,g30013.t1,g21406.t1,g25562.t1,g07814.t1,g20769.t1,g04160.t1,g19424.t1,g05449.t1,g01568.t1,g06524.t1,g04097.t1,g31810.t1,g02261.t1,g12234.t1,g16413.t1,g09580.t1,g27715.t1,g00106.t1,g08289.t1,g22784.t1,g08382.t1,g25131.t1,g09263.t1,g07850.t1,g15105.t1,g26223.t1,g23240.t1,g17334.t1,g06097.t1,g11469.t1,g22594.t1,g09907.t1,g25001.t1,g25278.t1,g03704.t1,g12819.t1,g14737.t1,g11392.t2,g19238.t1,g20998.t1,g29545.t1,g09573.t1,g22894.t1,g06087.t1,g06095.t1,g12212.t1,g08772.t1,g19013.t1,g08282.t1,g04975.t1,g00174.t1,g22676.t1,g12204.t1,g21238.t1,g16858.t1,g10811.t1,g05409.t1,g16123.t1,g08861.t1,g12940.t1,g21668.t1,g16075.t1,g20996.t1,g16005.t1,g00474.t1,g29311.t1,g09000.t1,g19214.t1,g23239.t1,g13884.t1,g09535.t1,g08244.t1,g13773.t1,g16221.t1,g20455.t1,g01067.t2,g03824.t1,g26456.t1,g23976.t2,g14798.t1,g10174.t1,g25280.t1,g11275.t1,g27475.t1,g02975.t1,g05319.t1,g01769.t1,g29105.t1,g05941.t1,g03583.t1,g16539.t1,g23361.t1,g20515.t1,g15332.t1,g25274.t1,g14208.t1,g07271.t1,g30003.t1,g25127.t1,g26534.t1,g10643.t1,g16309.t1,g02581.t1,g00205.t1,g22663.t1,g21788.t1,g27903.t1,g24165.t1,g04035.t1,g00764.t1,g14019.t1,g17621.t1,g12778.t1,g15410.t1,g01810.t1,g16150.t1,g20046.t1,g02985.t1,g01899.t1,g26480.t1,g01798.t1,g01048.t1,g14751.t1,g06092.t1,g05025.t1,g04159.t1,g19077.t1,g09482.t1,g06105.t1,g04791.t1,g13391.t1,g13696.t1,g25995.t1,g04667.t1,g19914.t1,g03674.t1,g12811.t1,g17394.t1,g02355.t1,g30838.t1,g19421.t2,g02937.t1,g14655.t1,g15840.t1,g02248.t1,g10941.t1,g20557.t1,g01167.t1,g16159.t1,g22161.t1,g13712.t1,g22070.t1,g03802.t1,g09437.t1,g12674.t1,g17062.t1,hour
98,3.815330268,3.696316239,6.240897846,5.206293496,3.860711978,5.774313284,5.922442518,0.580480463,5.466913786,7.348290715,7.091603155,1.972841632,1.073166378,6.389576957,1.674142901,1.826885112,3.300353503,1.314240702,3.400132902,5.218419133,4.172491065,6.782104257,2.978220252,6.47119375,2.361608675,0.919248629,5.353818122,8.088916699,3.984437349,1.10760185,3.449098968,9.531525927,4.37639001,2.860915875,4.715697193,2.345377494,6.747458432,7.697230608,5.880762393,4.084270858,6.504013987,2.261176197,5.220188457,1.92893835,6.687504456,4.407691483,6.922454256,4.111925709,3.596007257,2.837668333,5.178083716,2.699724009,5.059229581,7.204425667,6.793211855,7.184124284,2.519536096,2.39378591,4.183813213,1.784098495,3.408540984,2.499417575,1.18186197,6.188431862,5.855540261,6.997531963,6.032416028,4.79782408,3.336982574,4.98124547,6.756043071,8.273507843,5.747172472,4.794731424,5.865058207,9.951022429,2.920962707,6.759841863,6.220750683,7.237316157,7.331088265,6.162343731,0.624856728,6.267005601,2.6427587,5.5913526,7.221267506,6.531524533,2.459229989,5.221829157,3.913219591,1.585629927,1.796464639,8.841127813,2.535594169,3.162660145,11.22430593,6.803388127,10.50659879,4.656821996,5.179266188,6.748420579,8.642739676,6.867223482,4.946440098,8.256425145,4.790450761,5.77920624,6.077778423,5.545871885,9.177039561,3.187598245,7.075405333,8.996398645,6.260540927,4.56251843,6.575388816,5.869601152,6.676475981,6.268957029,0,6.513262838,5.507725532,5.029098711,4.50287499,2.953000657,9.02688931,5.275120408,4.547826745,6.673809319,7.005081815,2.077031156,6.806854747,2.613403506,5.570061293,6.021769767,2.016342141,6.386463064,4.388091419,6.111366565,4.265871806,3.364804018,8.025007069,6.999976761,3.435778284,3.51927083,4.331631739,7.958640562,6.397178414,8.804020125,6.555856164,4.924763593,6.999390337,2.573601065,5.284001708,5.958415598,6.472591846,0.961683145,4.228393287,8.098224377,8.423219185,5.631133914,3.189037267,5.914662392,1.10963415,6.407859589,4.870722186,7.29926515,6.470978881,3.00516208,4.014886809,7.322406253,8.927753832,3.745311772,9.255376002,2.530856871,3.130887552,3.163716254,4.593866484,5.762402349,4.272311114,8.088929062,4.069162722,2.214584049,6.944477506,5.193342313,6.750919789,5.501710152,5.429754133,9.253515303,3.953757436,5.08952653,7.468013491,4.386783054,2.569197197,3.665305019,6.844363529,1.59432552,6.721807544,7.305817441,7.311641088,5.444781424,6.290406425,6.477306629,14
113,5.631804759,0,0,6.839265828,2.44815129,0.785068918,1.18619997,0,0,3.274500027,0.580058711,0.655450428,0,6.587907732,0.999817941,3.399444532,0.553045513,2.852347926,0.973859894,1.211533372,0.300850556,5.328386841,0,0.083228242,0.150806107,4.369742076,5.647724242,5.036156731,6.989641355,6.049166507,0.083228242,9.02824026,6.33777536,2.975203839,6.600927952,4.398226388,1.961486288,5.462445365,2.54650255,0,3.404614878,0,1.42180839,1.551304926,7.048017537,5.991142407,0.195979913,6.239639542,4.108497594,0.938542065,3.922516881,1.868640649,8.134818263,6.873231366,6.742181219,3.930072712,2.062154006,0.08836703,1.276920843,5.674665127,0,1.367390166,0,2.210652881,1.057554754,0.171595272,2.098672152,0.300058594,5.059508628,1.546362658,2.985542122,2.322328084,5.040476434,4.270503585,0.083228242,5.917671934,0,2.072956841,3.878149171,6.351006086,7.389246202,0.933535422,3.61083286,2.135004811,7.447758015,0.916118711,1.993632582,0,3.100577762,0.083228242,5.187283088,4.260241469,1.331244292,6.807054792,1.751901058,0,8.304109345,7.048687075,5.596039787,4.794434547,0.994858983,2.912720385,5.768459515,8.658994343,0.38937063,4.010365566,0.826277551,5.627190494,2.743654151,6.204755652,4.790170347,1.594532361,2.489007751,5.753520253,6.523352877,1.353569728,0,0.300850556,6.054100892,0,5.60935272,3.819263823,1.341413241,6.441743526,7.983864011,0,11.81144021,8.182637366,1.104639141,2.568886756,4.776800939,1.395500132,1.057554754,5.364283709,0,0.083228242,4.705362485,1.66855001,0,3.493673557,0.510192247,0.726540936,4.112581871,2.619637376,1.487387161,7.159824849,2.161953481,3.016697786,7.030757079,4.32669779,6.311516501,3.547106366,5.712792194,4.949966429,3.69010502,6.113362627,0.472445828,0,1.551269653,7.178252304,9.731274079,6.571929162,2.701931419,0,0,2.670200029,3.641459583,6.360352393,8.21346846,2.906852151,2.927113888,5.794452236,9.738603322,5.38106232,6.885014661,1.060562072,1.45606549,2.730889365,5.918278064,2.297098284,5.575152279,10.20070828,1.548360867,1.140483308,5.213288005,4.338332359,3.42901414,1.593278186,0.984595683,4.065652409,4.237574657,1.43141132,7.42518948,5.731425517,0,3.127989852,5.355328201,2.949906452,7.052487454,4.335082419,2.612669256,1.599096919,6.599668859,3.281534781,16
114,1.983533043,0,0,5.149387157,0,0,0.175162469,0,0,0.175162469,0,0,0,1.561525432,0.717057151,1.8416036,0.152235436,1.557419808,0,0.717057151,1.627083745,2.134011716,0,0,0,3.135378381,4.638416463,2.621455321,4.128171883,0.846444766,0,5.530331988,3.984499283,0,2.735466253,2.16854626,1.648396305,1.857237888,0.175162469,0,1.720236011,0,0.79757776,0.292557138,5.039920409,2.776097431,1.37418397,3.007728093,2.999875299,0.880978337,1.773278483,0,7.003089376,3.378712304,4.677993276,1.789432273,0.827853296,0,0,3.177127342,0,0.175162469,1.087311922,0.152235436,0,0.175162469,0.444792574,1.887341334,4.924045852,0,0.175162469,5.385959168,0.175162469,0,0.175162469,3.747999515,0,2.587120957,1.292614043,2.898224879,3.862847293,0,3.266540031,4.502873442,4.219895151,1.452737408,0,0.742106607,1.724218541,0,1.216711842,0,0.152235436,0.62549948,1.027259784,0,6.107504178,3.828656853,3.844822382,1.376090011,0,0.292557138,2.918350969,5.94630809,1.352229459,2.040778619,0,4.839588675,1.259862179,5.055277526,3.446687369,0.451936297,1.31958992,5.02305574,1.148245185,1.255685206,1.281211744,0,0.742106607,0,2.940034413,0.434117729,0,1.052492546,5.083729262,0,8.470422888,4.884917063,0,1.653928113,1.013948981,1.984391382,1.825795452,1.339850993,0,0,0.175162469,1.395433879,0.175162469,2.217654303,0.25895526,1.593847184,1.826427023,0.327397905,1.027259784,4.170725222,0.292557138,2.964266645,5.017972545,2.926074149,0.175162469,1.447924842,1.286297286,4.240434985,0,6.227551518,2.136004703,0,0,4.061557736,7.353528544,3.624550738,2.741257302,0,0,1.531067637,1.993713801,3.596802609,5.938845147,3.600944183,1.837032374,1.825514665,7.013745135,5.217927374,3.442640687,4.681668924,1.834262381,0,3.67000974,2.697496012,3.047602278,7.195226039,0.25895526,1.382158814,5.748056026,1.9227647,2.820335425,0,1.097311206,2.240075089,5.204256511,2.845575704,3.96886224,5.419507406,0,3.932203202,2.528658416,0,5.300664746,2.791864809,4.03201168,1.534382424,5.872488107,2.744372266,18
115,7.060515314,0,0,2.145124113,0.826993702,0.462597391,1.441218329,0,0.70596838,3.08262678,2.37473881,0,4.424619218,1.819660928,3.043528815,6.118576053,1.036243402,0.070881076,2.500857185,0,0,3.701344605,0,1.453568318,0.911244537,2.676480151,2.238828082,3.705823795,2.843875737,4.832130712,0.101712111,4.071560527,8.072103136,0,0.963603816,5.643563105,1.585209846,0.132971153,1.67354444,0,2.843473799,0,0,1.138328864,4.61160906,5.673517953,1.790536523,3.817105025,6.801272982,0,0.864687808,1.782564888,8.609246425,3.497577717,3.499347572,1.481369232,1.292724491,0,4.326903129,2.956825436,0,0.547774832,3.396272535,1.606884028,0.39072625,1.289434896,2.132589185,2.755807422,6.706396741,0,1.571661665,5.708363306,0,1.220432154,0,4.12497091,0,2.181539836,1.04125368,5.280856141,5.334493906,1.304103613,4.227139031,3.178499455,9.491591992,0,0,1.229728601,0.265154201,0.101712111,0.973285707,1.557080523,0,2.290105153,0.973237903,0,5.323538448,5.189617441,5.284428894,2.28942493,0,0.205889466,5.384902191,6.963798928,1.73256811,4.196326873,0.766892344,2.730265304,3.087579136,5.1051778,6.969511357,0,2.920011041,4.501574746,1.375415203,3.472280515,1.217361761,1.354046692,2.795219608,1.334802869,5.866960419,0,0.74673404,0.229908112,6.328226941,0.772867176,10.2384175,7.457566605,0,3.630300668,0.874973164,2.582009314,4.389084072,0.070881076,0,0,2.84051373,2.681672893,2.846524197,2.871092079,0.070881076,2.202104682,1.238791438,0.300876679,3.874210048,4.704599909,5.027463181,4.895866465,5.785278845,2.986096216,2.058551977,2.371174054,0.671155066,2.350408314,3.382988313,6.941217412,5.070673058,1.126416562,0.954047681,7.077954827,9.043840503,5.076476581,3.844150587,1.616412267,1.289930898,0.878495892,4.021351132,6.531606685,5.246076778,4.180362799,5.547593406,2.992387253,8.51647817,5.601679327,5.429500543,4.900315984,2.288804924,6.146527027,5.215539181,1.551311075,6.860826214,8.682968254,5.923220823,3.200675895,7.304117398,4.175964973,1.883390937,4.445556867,2.182746801,2.887575931,5.05777443,2.783571353,6.207681427,5.68966159,0.75594985,4.952586688,5.102609226,4.667013463,7.979261753,4.742836816,2.506269163,4.36232909,6.696454076,2.828319358,20
116,4.057147405,0.288893092,1.490224886,0.535419821,1.576648267,0.157419801,1.133792837,0,0.168749951,4.196544283,0.841239587,0,1.446336824,0.141209956,1.22482583,2.417120934,0.288893092,0,0,0,0,2.24530459,0,0.288893092,0,3.912687687,3.278834893,6.371421865,5.98202933,2.932812482,0,3.636104297,8.10428985,1.453569108,0.583934407,4.416942306,0.47538371,0,1.950029722,0.288893092,6.736397063,0,0.157419801,1.463941222,1.95920451,4.355121064,0,0.288893092,6.62167814,0.618388369,2.112998286,0,5.307844087,0,1.911216307,0.266641454,0,0,3.707168492,1.624071779,1.614891207,0,0.974248975,0.729718772,0,1.768084587,0.157419801,5.558575141,5.985783631,0,0,7.619666301,0,0.9376464,0,2.602547043,0,3.109677971,0.326169752,3.322958814,4.773822218,0.884828056,2.085871962,1.471828271,6.898311432,0,0,2.500654899,0.713494047,3.237081917,0.89690531,2.842053483,0,1.121957187,1.446484859,0.524682828,6.928240553,3.41595536,3.507164119,2.849685837,0,0,2.821012361,6.614977118,1.455618165,6.150352249,0,5.320384045,1.927146891,6.577223013,5.802451338,0,0.95026452,2.744154968,1.777473304,2.642537148,2.711828128,1.3174975,2.529680595,0,4.584882191,1.58449133,1.199726519,1.806382943,2.344152067,2.060538231,8.528538751,4.834516257,0,2.021807418,2.790482778,3.803789649,5.515016623,1.848219125,0,0,3.042116508,2.436136033,4.184131483,1.546235369,0.333074405,1.019084329,5.818262351,1.169869197,2.837345327,4.874094249,2.864046029,2.963703577,3.264526547,5.796637662,2.598886881,1.896996358,2.487780335,4.137576131,0.305102937,4.916425156,4.97936705,2.391514347,0.998076862,7.608299471,8.130095637,1.922647645,5.008885184,0.141209956,0,2.715885137,4.604924512,5.552859142,4.676222514,2.332349612,6.024082659,6.073557364,6.492717323,5.729134285,3.135317031,1.944571232,4.160967671,6.825915649,2.644890879,0,8.355037013,6.420657095,6.736359916,2.099111661,8.489343923,3.194295761,2.609038275,1.504243386,3.472820666,3.378340956,4.262626562,2.175424285,5.181864044,3.904474045,2.489848005,6.545914095,4.239074054,3.805665315,8.767452291,4.362311032,1.048468559,4.552348213,5.514730288,2.766153357,22
117,1.867287178,0,0.124490996,1.449376716,2.411605527,0,0,0,0.150954428,1.601471921,5.835645462,0.785691733,1.578128432,1.065582896,1.590298091,3.454443032,3.490708563,0,0,0.802144257,0,1.567391655,0,0,0.972108896,1.159630119,1.188318314,2.542781271,3.188271561,1.589392675,0.218544674,2.9769377,5.692919837,0,1.185551375,4.119698175,0,1.056731608,4.397326881,0,3.935431492,0,0,1.076054217,2.556992377,5.22460382,1.790143618,1.083502435,4.907748227,0.067590245,0,0,4.137250992,1.260518625,1.545076866,1.253685399,0,1.224979278,3.435183558,1.428047004,0,0,3.80737417,2.507375474,1.163317166,2.538449481,0,1.751943844,3.328554954,0,1.132965522,5.531332457,0.150954428,1.556251529,2.580775118,2.518114915,0,1.894404,0.991648679,3.135656096,3.300506409,2.594705078,3.272578389,3.011270907,6.307156238,0.173905042,1.145103886,1.600371971,0,0.740943245,2.220881406,0.067590245,1.945321852,2.160140031,1.239617854,0.067590245,5.71102624,5.049440378,5.031486505,2.78971451,1.692609857,1.102610058,2.565605784,4.619718923,2.04731446,4.118924453,1.695811424,1.809222782,2.98283415,4.450105406,5.62986911,1.362098731,1.96625933,1.767120138,0,0.378845038,2.517243669,0,2.088855006,0.378370939,1.355223694,1.392224917,0.067590245,0.32485947,3.614148396,3.600540339,7.552554821,5.168350587,3.045955798,2.984620955,3.206698858,2.009321977,2.238858339,1.415957659,0,0.067590245,1.159644609,2.121569893,1.280274269,1.616454688,1.065582896,0,3.061633197,0.693745145,0.762244722,0.558929647,2.577363706,4.507233633,3.526958495,6.371756989,0.241495287,1.91226046,1.001035425,4.410602513,2.214924929,2.928074802,4.556638212,1.183601809,0,6.289774211,6.339341875,3.560551524,1.362811464,0.918056707,0.777175197,0.678696473,3.496090096,4.491820948,2.789955675,2.545781759,3.142432818,4.561302643,6.557115402,4.193832926,2.989901955,4.477991582,1.920034212,3.391862614,2.493334485,0.738852693,3.464944269,6.262643966,3.705516151,2.08232323,5.840472187,1.717077797,2.432070766,4.341601037,3.960909449,3.633001885,4.518490201,1.687275763,5.009391441,1.832903263,0.626320011,2.728025882,3.489948745,2.75177108,6.49844002,2.915250283,1.449881733,3.326260443,5.482733211,3.543190943,0
118,7.774188615,0,0.240890304,1.613890709,3.910065624,1.073692956,4.211297657,0,0,1.866782558,6.6170522,0,2.73149,0,5.086790154,3.535284393,5.139890489,0.662185625,1.433132096,0,0.683223359,2.19438365,0.083322823,0,1.485939609,0,1.617539563,3.269613672,4.067554617,1.169018123,1.665443798,3.092193027,8.448771718,0,0,2.864270608,0,0,5.631145881,2.509553242,6.878529429,0,1.086527306,0,2.310231156,3.692005834,6.776553126,0,6.615068651,0,1.045521426,1.113942045,3.547456433,2.814259742,1.097441323,0.076223585,0,2.293445808,5.651914943,0,1.787402858,1.001372504,4.686828542,3.343042485,2.076298337,5.652287956,1.176317491,2.488685243,5.615264584,1.041349918,2.186419853,8.8088127,0.890944978,3.836399296,1.760707479,2.603483871,2.312149524,3.741938506,1.252091693,3.306812818,4.473153896,3.836865318,2.002005231,4.2730398,8.725403503,1.455364885,0,3.946677339,0,1.121595937,1.73491971,0,1.23209483,0,4.658722376,0.463324226,6.759289936,2.11264217,2.82736732,0.794734992,4.618827376,0,3.44010899,6.136637652,3.366297362,5.786053287,2.058450508,2.213323096,4.615173286,2.385412786,5.23272134,1.006618808,2.954476061,3.832470208,2.595077863,2.637848319,2.802427658,1.322487767,1.491979976,0.898052166,1.045665155,2.498606326,1.413973282,3.370570844,1.283581763,5.917352281,8.367982274,5.204052233,3.192023984,5.234864048,4.20520813,0.73352945,6.265402918,0.207898993,0.931627824,2.488331989,3.172082791,2.674397754,6.134515476,1.544818999,3.752967558,0.076223585,4.777520076,2.688098601,2.705233521,4.614604771,4.955881129,4.306635144,3.747969707,3.844141351,3.383436229,2.296770337,2.99897191,3.583963623,2.702213269,1.551662119,7.536343148,1.758078694,0,9.503249828,7.545962298,2.665570834,2.602414688,1.208644874,1.121595937,0,6.54181834,4.780296951,4.545758327,4.029747346,4.817936197,3.014389944,7.44657586,0.406971695,2.809818221,2.893010601,4.252110484,2.936567304,3.382714963,1.630777536,6.335446874,7.106357203,6.566728706,1.193456287,9.172542604,2.293821947,3.156717877,1.043605777,3.883234342,3.255654678,3.71033877,3.656046965,5.425558886,4.245299234,2.588277426,4.336699948,6.14070665,5.120281183,8.98300777,3.181123393,5.289112703,4.788859297,4.425222887,6.410859348,2
119,5.689619379,1.157951941,0.238011182,0.316046869,7.762764522,1.019490505,6.224784888,1.434290271,4.641501713,6.835905861,8.30019382,3.105011939,1.047953399,2.801964073,6.624332467,1.276759538,8.859979128,3.477632242,7.603506098,0.085004383,0.868100339,0.238011182,2.310164585,1.248859321,2.28391284,0,0.587666693,6.542871015,1.28825542,0.138292521,4.853720376,1.491675983,10.05178032,0.138292521,0.238011182,2.166471275,5.138011915,1.587833139,8.65685798,5.351023903,8.833565396,0,0,1.003940186,1.392300196,4.355303461,9.077971625,0,8.399263232,0.256835799,0,0.138292521,3.555295659,1.352011756,1.825741092,0.88108767,3.303112382,1.779719957,7.143120566,0,1.372728874,0.945524937,2.794716395,6.986923435,4.155762379,6.408490457,1.539619841,3.602769042,0.272289971,3.625577728,4.710621766,10.83328855,0,4.549200709,3.343076343,2.521282214,3.89100778,7.375696475,2.519015908,2.728359299,1.828030096,4.19014621,2.621738933,6.11211601,8.58018328,1.416549724,0.733596073,4.186077391,0.085004383,5.340661541,5.449171785,0.138292521,2.140980304,3.654789035,5.896457488,5.33680655,5.517098123,2.042554827,7.416160728,0.35655446,5.420754886,1.912788076,7.156684274,2.903779065,4.482781799,8.464363223,4.547229529,2.486680379,6.689743818,2.855668175,8.010704643,3.913072159,5.1378802,4.632992463,5.239106971,4.043771409,5.454931791,2.569981767,1.146237391,2.649701989,2.557114914,6.045097668,3.52308067,1.082031776,3.529282503,5.25508564,6.96877678,2.829779945,3.930002527,6.39324778,7.706245604,0.790238412,9.184138569,0.238011182,2.66586502,3.980690446,0.138292521,3.337216301,5.386573804,1.464942331,4.5309886,0.138292521,6.402576214,5.310666927,4.243299635,1.769516118,4.088383051,6.404342529,1.637826888,8.394229635,4.388131511,0,3.70842785,2.838159632,2.732332153,4.42582972,7.184161331,2.517552796,1.70075107,10.66740062,5.587568486,6.73858113,3.527146169,1.508548793,4.114092419,4.414644785,4.144170497,4.019510514,1.961605166,5.573842482,7.625875833,3.267964834,7.019535979,1.184716916,6.718900471,0.720833231,5.665962513,2.755443283,2.928042931,4.402277595,2.203571616,5.100594992,7.581326426,4.487152624,10.11704299,6.101886021,6.993453722,6.258229763,6.370561243,8.004320898,2.169707989,5.318187947,7.937407069,2.406834251,2.622916152,4.448142967,5.808936812,4.809064366,8.995036258,6.447908716,6.234889881,7.060295184,4.110079854,7.643343126,4
120,2.766496181,0.109628053,4.464862861,0,8.583114707,7.007750234,8.460452056,4.533507533,8.126929487,8.555766489,9.6863084,5.37351416,0.788890877,7.536232444,7.132107688,3.518696089,9.128117473,7.117323316,6.808871525,0,2.542049159,0.618142451,1.446398537,2.460152182,2.703356629,0,0.05148339,2.196212222,0.05148339,0.788890877,7.026430476,2.887478479,10.4228712,0.25569854,0,4.445742946,7.83182697,4.999361196,8.756556896,4.874511827,8.229481691,0.948366344,4.107533738,0.2402908,0.147331478,1.024200624,9.437820967,0,7.574412193,0.05148339,1.136442031,1.592453069,0.847874368,1.017673449,4.500837241,0.081136931,4.571905798,3.310930065,6.256713679,0,0.621548233,3.849896813,4.023301509,6.18174312,2.430149099,6.524097235,2.217068822,6.46365544,2.279374347,5.088078229,3.413423027,11.27899211,0,6.312679783,2.870647597,3.646765148,5.476496594,8.947077308,1.306807356,1.574321854,0,6.454245572,1.139548171,8.297332834,7.174056963,5.640471998,3.699594844,6.192195955,1.131247451,4.614984617,6.5742498,0.934882099,4.454092411,1.821531446,5.137682445,3.608342072,3.325104885,0.924213618,7.107351904,1.666588713,6.865537655,3.874535281,8.292323494,1.305137168,5.385847756,8.793177968,1.527119826,3.35155737,6.631698908,2.778975972,7.489722554,4.96960098,6.949461482,5.057000266,4.636412038,4.512057605,4.811596887,0.940033379,2.355122461,3.073431319,2.051836771,4.493018949,4.088876254,1.382218576,2.306915021,3.523882332,5.991025023,0.846866282,5.569471027,7.430890504,8.067858918,0.223801475,9.19771701,0.943116782,3.039950992,5.387151046,0,4.592428084,6.528919198,3.744201612,5.547110008,0.721674237,7.190048261,7.294315695,4.188905267,2.004187777,2.869813315,7.542367306,1.847500617,8.635318467,7.795230056,2.670124449,4.316014583,5.323212785,4.289870632,1.116547875,7.425365494,1.131427304,3.72214538,11.314839,6.242477728,7.421061783,4.107942826,3.108907416,3.304434583,4.763063049,4.752778767,5.512414998,3.927516239,7.317872182,7.009998307,4.726694923,5.802041854,1.984622904,5.498285416,2.262162074,6.166084093,2.502661104,5.27667662,6.054965948,1.825476343,6.132752677,7.617699359,4.167481292,9.344761799,5.890844769,7.628254961,5.668416663,5.590360575,8.377763143,3.678730919,6.728127227,8.559619014,1.816264459,5.620314233,2.933570169,7.316720589,4.364641256,8.575565511,6.248972909,7.094630323,6.603192027,5.249498476,8.419196145,6
121,0,1.135488156,7.075105763,0,7.441273231,7.019690469,5.496950735,0,6.850658686,8.517061171,8.977910316,3.62196578,0,5.800582865,3.097986393,0,7.297107325,6.494697644,2.901023573,1.372850474,2.855530937,1.549208792,1.711684813,1.63491796,5.580453568,0,0,6.505134466,1.031174138,0,2.162294639,6.275143241,8.09256339,4.365882626,3.707921519,1.423603123,5.764405754,8.287883542,7.431473585,5.778912529,7.238507917,4.68589224,5.220748208,1.406563634,1.346998214,1.556831055,8.856066511,0,6.945568076,1.049242396,0.111520363,2.25496148,2.350054286,2.230656897,7.055122612,4.752956108,2.93162119,1.161940028,4.648172318,0,0,2.739675986,2.975285709,5.866766043,3.004279388,6.186901486,2.62269344,6.431748644,1.213246789,1.885787917,6.307140316,10.35766811,0,7.940407085,3.233064844,5.056328934,4.295266413,9.16266541,1.677575653,0.111520363,2.069203394,5.623183322,0.22374075,7.880633983,3.971242395,4.195773119,3.432792011,3.013317747,1.280550056,6.610424974,5.901388891,1.482032879,3.970673262,4.921156934,2.726623734,0.290651588,4.641542217,2.77042885,8.128877852,0,4.551624928,2.549996811,7.922393409,0.64615013,3.142979883,10.11266757,1.334665736,5.410907252,6.111359424,3.730187543,7.060735138,3.274294069,7.573670803,5.364545441,7.455315561,2.630816589,4.784831582,4.728915511,2.179017043,1.338126469,2.080049943,6.075545278,4.245271855,2.908994188,4.161295086,5.048232221,3.543935255,4.435828087,3.874742696,7.270837989,8.913886349,1.530237609,7.172069072,3.323331493,1.290312253,1.89851456,0.943544511,4.641786687,1.763978257,2.877617735,2.943295995,1.640991086,7.991332441,5.778684789,0,1.084137838,3.68531469,6.722969975,2.028567924,8.622221132,7.901626529,1.109125288,6.994164197,1.458917116,5.383979068,2.957653184,7.99933163,1.228284298,4.115690172,11.58694854,4.449274769,9.492585597,0.522799243,5.031095536,3.521999207,5.952435848,2.007526288,5.509335711,4.409605135,5.838526868,6.642315792,5.273794263,9.085314794,1.582062606,5.280796655,0.840779154,4.544252072,2.247643222,2.137830289,3.726181741,2.544435495,7.557395766,6.989205129,2.442660466,8.895975158,4.798727445,7.393256987,4.504420248,1.695728895,8.004073735,1.629631498,5.781900689,7.876192662,1.122723169,3.451182314,3.154300191,5.496163547,1.834310217,8.04790639,7.219044625,7.23641949,3.203406764,6.92202984,7.507151181,8
